
GEPA Optimization:   0%|          | 0/718 [00:00<?, ?rollouts/s]
GEPA Optimization:  54%|#####3    | 387/718 [28:28<37:02,  6.71s/rollouts]
GEPA Optimization:  54%|#####4    | 390/718 [28:45<35:14,  6.45s/rollouts]
GEPA Optimization:  55%|#####4    | 393/718 [28:59<31:55,  5.89s/rollouts]
GEPA Optimization:  55%|#####5    | 396/718 [29:21<33:50,  6.31s/rollouts]
GEPA Optimization:  56%|#####5    | 399/718 [29:44<35:40,  6.71s/rollouts]
GEPA Optimization:  56%|#####5    | 402/718 [29:59<32:39,  6.20s/rollouts]
GEPA Optimization:  56%|#####6    | 405/718 [30:16<31:23,  6.02s/rollouts]
GEPA Optimization:  57%|#####6    | 408/718 [30:38<33:04,  6.40s/rollouts]
GEPA Optimization:  58%|#####7    | 414/718 [31:03<27:33,  5.44s/rollouts]
GEPA Optimization:  58%|#####8    | 417/718 [31:27<30:14,  6.03s/rollouts]
GEPA Optimization:  58%|#####8    | 420/718 [31:50<31:59,  6.44s/rollouts]
GEPA Optimization:  59%|#####8    | 423/718 [32:08<31:08,  6.33s/rollouts]
GEPA Optimization:  59%|#####9    | 426/718 [32:31<32:39,  6.71s/rollouts]
GEPA Optimization:  60%|#####9    | 429/718 [32:50<31:40,  6.57s/rollouts]
GEPA Optimization:  60%|######    | 432/718 [33:08<30:34,  6.42s/rollouts]
GEPA Optimization:  61%|######    | 435/718 [33:29<31:23,  6.65s/rollouts]
GEPA Optimization:  61%|######1   | 438/718 [33:49<30:48,  6.60s/rollouts]
GEPA Optimization:  61%|######1   | 441/718 [34:08<30:18,  6.56s/rollouts]
GEPA Optimization:  62%|######2   | 447/718 [34:36<25:44,  5.70s/rollouts]
GEPA Optimization:  63%|######2   | 450/718 [34:58<27:10,  6.08s/rollouts]
GEPA Optimization:  63%|######3   | 453/718 [35:13<25:30,  5.77s/rollouts]
GEPA Optimization:  64%|######3   | 456/718 [35:34<26:46,  6.13s/rollouts]
GEPA Optimization:  64%|######3   | 459/718 [35:57<28:22,  6.57s/rollouts]
GEPA Optimization:  64%|######4   | 462/718 [36:20<29:17,  6.87s/rollouts]
GEPA Optimization:  65%|######4   | 465/718 [36:38<27:45,  6.58s/rollouts]
GEPA Optimization:  65%|######5   | 468/718 [36:55<26:35,  6.38s/rollouts]
GEPA Optimization:  66%|######5   | 471/718 [37:20<28:25,  6.91s/rollouts]
GEPA Optimization:  66%|######6   | 474/718 [37:46<30:10,  7.42s/rollouts]
GEPA Optimization:  66%|######6   | 477/718 [38:08<29:44,  7.40s/rollouts]
GEPA Optimization:  67%|######7   | 483/718 [38:44<26:35,  6.79s/rollouts]
GEPA Optimization:  68%|######7   | 486/718 [39:36<36:13,  9.37s/rollouts]
GEPA Optimization:  68%|######8   | 489/718 [40:15<39:16, 10.29s/rollouts]
GEPA Optimization:  69%|######8   | 492/718 [40:53<41:22, 10.98s/rollouts]
GEPA Optimization:  69%|######8   | 495/718 [41:29<41:42, 11.22s/rollouts]
GEPA Optimization:  69%|######9   | 498/718 [41:50<36:55, 10.07s/rollouts]
GEPA Optimization:  70%|######9   | 501/718 [42:09<32:23,  8.96s/rollouts]
GEPA Optimization:  70%|#######   | 504/718 [42:25<28:10,  7.90s/rollouts]
GEPA Optimization:  71%|#######   | 507/718 [42:43<25:47,  7.33s/rollouts]
GEPA Optimization:  71%|#######1  | 510/718 [43:01<24:14,  6.99s/rollouts]
GEPA Optimization:  71%|#######1  | 513/718 [43:21<23:25,  6.86s/rollouts]
GEPA Optimization:  72%|#######1  | 516/718 [43:34<20:33,  6.10s/rollouts]
GEPA Optimization:  72%|#######2  | 519/718 [43:55<21:13,  6.40s/rollouts]
GEPA Optimization:  73%|#######2  | 522/718 [44:17<21:46,  6.66s/rollouts]
GEPA Optimization:  73%|#######3  | 525/718 [44:39<22:01,  6.85s/rollouts]
GEPA Optimization:  74%|#######3  | 531/718 [45:19<21:04,  6.76s/rollouts]
GEPA Optimization:  74%|#######4  | 534/718 [45:38<20:33,  6.70s/rollouts]
GEPA Optimization:  75%|#######4  | 537/718 [45:58<19:58,  6.62s/rollouts]
GEPA Optimization:  75%|#######5  | 540/718 [46:18<19:53,  6.71s/rollouts]
GEPA Optimization:  76%|#######5  | 543/718 [46:41<20:08,  6.91s/rollouts]
GEPA Optimization:  76%|#######6  | 546/718 [47:04<20:22,  7.11s/rollouts]
GEPA Optimization:  76%|#######6  | 549/718 [47:26<20:19,  7.22s/rollouts]
GEPA Optimization:  77%|#######6  | 552/718 [47:43<18:43,  6.77s/rollouts]
GEPA Optimization:  77%|#######7  | 555/718 [48:01<17:46,  6.54s/rollouts]
GEPA Optimization:  78%|#######7  | 558/718 [48:19<17:04,  6.41s/rollouts]
GEPA Optimization:  78%|#######8  | 561/718 [48:38<16:34,  6.33s/rollouts]
GEPA Optimization:  79%|#######8  | 564/718 [49:00<17:11,  6.70s/rollouts]
GEPA Optimization:  79%|#######8  | 567/718 [49:27<18:32,  7.37s/rollouts]
GEPA Optimization:  79%|#######9  | 570/718 [49:58<20:13,  8.20s/rollouts]
GEPA Optimization:  80%|#######9  | 573/718 [50:34<22:35,  9.35s/rollouts]
GEPA Optimization:  80%|########  | 576/718 [51:08<23:33,  9.95s/rollouts]
GEPA Optimization:  81%|########  | 579/718 [51:26<20:19,  8.77s/rollouts]
GEPA Optimization:  81%|########1 | 582/718 [52:03<22:24,  9.88s/rollouts]
GEPA Optimization:  82%|########1 | 586/718 [52:30<19:07,  8.69s/rollouts]
GEPA Optimization:  82%|########2 | 589/718 [52:59<19:13,  8.94s/rollouts]
GEPA Optimization:  82%|########2 | 592/718 [53:18<17:17,  8.23s/rollouts]
GEPA Optimization:  83%|########2 | 595/718 [53:39<16:12,  7.90s/rollouts]
GEPA Optimization:  83%|########3 | 598/718 [54:01<15:22,  7.69s/rollouts]
GEPA Optimization:  84%|########3 | 601/718 [54:18<13:52,  7.12s/rollouts]
GEPA Optimization:  84%|########4 | 604/718 [54:40<13:34,  7.14s/rollouts]
GEPA Optimization:  85%|########4 | 607/718 [54:55<12:03,  6.52s/rollouts]
GEPA Optimization:  85%|########4 | 610/718 [55:12<11:21,  6.31s/rollouts]
GEPA Optimization:  85%|########5 | 613/718 [55:31<11:01,  6.30s/rollouts]
GEPA Optimization:  86%|########5 | 616/718 [55:51<10:53,  6.41s/rollouts]
GEPA Optimization:  86%|########6 | 619/718 [56:12<10:56,  6.63s/rollouts]
GEPA Optimization:  87%|########6 | 622/718 [56:33<10:39,  6.66s/rollouts]
GEPA Optimization:  87%|########7 | 625/718 [56:46<09:17,  5.99s/rollouts]
GEPA Optimization:  87%|########7 | 628/718 [57:06<09:18,  6.21s/rollouts]
GEPA Optimization:  88%|########7 | 631/718 [57:22<08:39,  5.97s/rollouts]
GEPA Optimization:  88%|########8 | 634/718 [57:40<08:22,  5.98s/rollouts]
GEPA Optimization:  89%|########8 | 637/718 [58:00<08:15,  6.12s/rollouts]
GEPA Optimization:  89%|########9 | 640/718 [58:20<08:10,  6.28s/rollouts]
GEPA Optimization:  90%|########9 | 643/718 [58:39<07:57,  6.37s/rollouts]
GEPA Optimization:  90%|########9 | 646/718 [59:00<07:48,  6.51s/rollouts]
GEPA Optimization:  90%|######### | 649/718 [59:22<07:46,  6.75s/rollouts]
GEPA Optimization:  91%|######### | 652/718 [59:45<07:42,  7.00s/rollouts]
GEPA Optimization:  91%|#########1| 655/718 [1:00:03<07:01,  6.69s/rollouts]
GEPA Optimization:  92%|#########1| 658/718 [1:00:25<06:54,  6.90s/rollouts]
GEPA Optimization:  92%|#########2| 661/718 [1:00:47<06:39,  7.01s/rollouts]
GEPA Optimization:  92%|#########2| 664/718 [1:01:06<06:09,  6.84s/rollouts]
GEPA Optimization:  93%|#########2| 667/718 [1:01:19<05:09,  6.07s/rollouts]
GEPA Optimization:  93%|#########3| 670/718 [1:01:38<04:55,  6.15s/rollouts]
GEPA Optimization:  94%|#########3| 673/718 [1:01:56<04:38,  6.18s/rollouts]
GEPA Optimization:  94%|#########4| 676/718 [1:02:17<04:28,  6.39s/rollouts]
GEPA Optimization:  95%|#########4| 679/718 [1:02:40<04:22,  6.73s/rollouts]
GEPA Optimization:  95%|#########4| 682/718 [1:02:58<03:54,  6.52s/rollouts]
GEPA Optimization:  95%|#########5| 685/718 [1:03:16<03:31,  6.40s/rollouts]
GEPA Optimization:  96%|#########5| 688/718 [1:03:32<03:01,  6.07s/rollouts]
GEPA Optimization:  96%|#########6| 691/718 [1:03:53<02:52,  6.40s/rollouts]
GEPA Optimization:  97%|#########6| 694/718 [1:04:15<02:38,  6.59s/rollouts]
GEPA Optimization:  97%|#########7| 697/718 [1:04:38<02:25,  6.94s/rollouts]
GEPA Optimization:  97%|#########7| 700/718 [1:04:57<02:01,  6.76s/rollouts]
GEPA Optimization:  98%|#########7| 703/718 [1:05:14<01:35,  6.40s/rollouts]
GEPA Optimization:  98%|#########8| 706/718 [1:05:33<01:17,  6.42s/rollouts]
GEPA Optimization:  99%|#########8| 709/718 [1:05:56<01:01,  6.79s/rollouts]
GEPA Optimization:  99%|#########9| 712/718 [1:06:14<00:39,  6.61s/rollouts]
GEPA Optimization: 100%|#########9| 715/718 [1:06:35<00:20,  6.72s/rollouts]
GEPA Optimization: 100%|#########9| 715/718 [1:06:57<00:16,  5.62s/rollouts]
