
GEPA Optimization:   0%|          | 0/3936 [00:00<?, ?rollouts/s]
GEPA Optimization:  74%|#######4  | 2917/3936 [2:59:32<1:06:01,  3.89s/rollouts]
GEPA Optimization:  76%|#######6  | 3007/3936 [3:04:15<54:28,  3.52s/rollouts]  
GEPA Optimization:  79%|#######8  | 3105/3936 [3:10:11<49:23,  3.57s/rollouts]
GEPA Optimization:  81%|########1 | 3203/3936 [3:17:07<46:46,  3.83s/rollouts]
GEPA Optimization:  81%|########1 | 3206/3936 [3:17:23<46:51,  3.85s/rollouts]
GEPA Optimization:  82%|########1 | 3212/3936 [3:17:54<47:14,  3.92s/rollouts]
GEPA Optimization:  82%|########1 | 3215/3936 [3:18:09<47:25,  3.95s/rollouts]
GEPA Optimization:  82%|########1 | 3218/3936 [3:18:21<47:13,  3.95s/rollouts]
GEPA Optimization:  82%|########1 | 3221/3936 [3:18:42<49:11,  4.13s/rollouts]
GEPA Optimization:  82%|########1 | 3224/3936 [3:19:03<51:24,  4.33s/rollouts]
GEPA Optimization:  82%|########2 | 3230/3936 [3:19:44<56:20,  4.79s/rollouts]
GEPA Optimization:  82%|########2 | 3233/3936 [3:20:01<57:30,  4.91s/rollouts]
GEPA Optimization:  85%|########4 | 3331/3936 [3:25:26<35:58,  3.57s/rollouts]
GEPA Optimization:  85%|########4 | 3334/3936 [3:25:46<36:53,  3.68s/rollouts]
GEPA Optimization:  85%|########4 | 3340/3936 [3:26:33<40:15,  4.05s/rollouts]
GEPA Optimization:  85%|########5 | 3346/3936 [3:27:04<41:15,  4.20s/rollouts]
GEPA Optimization:  85%|########5 | 3349/3936 [3:27:20<41:52,  4.28s/rollouts]
GEPA Optimization:  85%|########5 | 3355/3936 [3:27:36<38:28,  3.97s/rollouts]
GEPA Optimization:  85%|########5 | 3361/3936 [3:28:06<40:04,  4.18s/rollouts]
GEPA Optimization:  86%|########5 | 3367/3936 [3:28:45<44:36,  4.70s/rollouts]
GEPA Optimization:  86%|########5 | 3373/3936 [3:29:23<48:08,  5.13s/rollouts]
GEPA Optimization:  86%|########5 | 3379/3936 [3:29:51<46:18,  4.99s/rollouts]
GEPA Optimization:  86%|########6 | 3385/3936 [3:30:25<47:36,  5.18s/rollouts]
GEPA Optimization:  86%|########6 | 3391/3936 [3:31:22<58:04,  6.39s/rollouts]
GEPA Optimization:  86%|########6 | 3394/3936 [3:31:44<58:58,  6.53s/rollouts]
GEPA Optimization:  86%|########6 | 3400/3936 [3:32:09<51:34,  5.77s/rollouts]
GEPA Optimization:  86%|########6 | 3403/3936 [3:32:36<56:29,  6.36s/rollouts]
GEPA Optimization:  87%|########6 | 3409/3936 [3:33:08<52:36,  5.99s/rollouts]
GEPA Optimization:  87%|########6 | 3412/3936 [3:33:21<49:56,  5.72s/rollouts]
GEPA Optimization:  89%|########9 | 3510/3936 [3:41:07<34:25,  4.85s/rollouts]
GEPA Optimization:  89%|########9 | 3516/3936 [3:41:19<32:27,  4.64s/rollouts]
GEPA Optimization:  89%|########9 | 3519/3936 [3:41:36<32:36,  4.69s/rollouts]
GEPA Optimization:  90%|########9 | 3525/3936 [3:42:07<32:28,  4.74s/rollouts]
GEPA Optimization:  90%|########9 | 3531/3936 [3:42:36<32:07,  4.76s/rollouts]
GEPA Optimization:  90%|########9 | 3534/3936 [3:43:03<34:34,  5.16s/rollouts]
GEPA Optimization:  90%|########9 | 3540/3936 [3:43:23<31:23,  4.76s/rollouts]
GEPA Optimization:  90%|######### | 3546/3936 [3:43:50<30:38,  4.71s/rollouts]
GEPA Optimization:  90%|######### | 3549/3936 [3:44:16<33:57,  5.27s/rollouts]
GEPA Optimization:  90%|######### | 3552/3936 [3:44:43<37:46,  5.90s/rollouts]
GEPA Optimization:  90%|######### | 3558/3936 [3:44:58<30:23,  4.82s/rollouts]
GEPA Optimization:  90%|######### | 3561/3936 [3:45:14<30:31,  4.88s/rollouts]
GEPA Optimization:  91%|######### | 3567/3936 [3:45:35<27:04,  4.40s/rollouts]
GEPA Optimization:  91%|######### | 3573/3936 [3:46:31<36:38,  6.06s/rollouts]
GEPA Optimization:  91%|######### | 3576/3936 [3:46:43<34:00,  5.67s/rollouts]
GEPA Optimization:  91%|######### | 3579/3936 [3:46:57<32:35,  5.48s/rollouts]
GEPA Optimization:  93%|#########3| 3677/3936 [3:54:25<20:05,  4.65s/rollouts]
GEPA Optimization:  93%|#########3| 3680/3936 [3:54:42<20:00,  4.69s/rollouts]
GEPA Optimization:  94%|#########3| 3686/3936 [3:55:26<20:38,  4.95s/rollouts]
GEPA Optimization:  96%|#########6| 3785/3936 [4:03:12<12:01,  4.78s/rollouts]
GEPA Optimization:  99%|#########8| 3883/3936 [4:10:19<04:02,  4.57s/rollouts]
GEPA Optimization:  99%|#########8| 3886/3936 [4:10:46<03:53,  4.66s/rollouts]
GEPA Optimization:  99%|#########8| 3889/3936 [4:11:08<03:43,  4.75s/rollouts]
GEPA Optimization:  99%|#########8| 3889/3936 [4:17:18<03:06,  3.97s/rollouts]
