
GEPA Optimization:   0%|          | 0/2061 [00:00<?, ?rollouts/s]
GEPA Optimization:  56%|#####6    | 1156/2061 [27:42<32:20,  2.14s/rollouts]
GEPA Optimization:  56%|#####6    | 1159/2061 [27:47<30:51,  2.05s/rollouts]
GEPA Optimization:  56%|#####6    | 1162/2061 [27:49<27:49,  1.86s/rollouts]
GEPA Optimization:  57%|#####6    | 1165/2061 [27:52<24:45,  1.66s/rollouts]
GEPA Optimization:  57%|#####6    | 1171/2061 [28:21<41:59,  2.83s/rollouts]
GEPA Optimization:  57%|#####6    | 1174/2061 [28:24<35:38,  2.41s/rollouts]
GEPA Optimization:  72%|#######1  | 1477/2061 [35:54<14:45,  1.52s/rollouts]
GEPA Optimization:  72%|#######1  | 1480/2061 [35:58<14:40,  1.51s/rollouts]
GEPA Optimization:  72%|#######1  | 1483/2061 [36:00<14:27,  1.50s/rollouts]
GEPA Optimization:  72%|#######2  | 1486/2061 [36:14<15:07,  1.58s/rollouts]
GEPA Optimization:  72%|#######2  | 1489/2061 [36:17<14:53,  1.56s/rollouts]
GEPA Optimization:  72%|#######2  | 1492/2061 [36:23<14:56,  1.57s/rollouts]
GEPA Optimization:  73%|#######2  | 1495/2061 [36:26<14:39,  1.55s/rollouts]
GEPA Optimization:  73%|#######2  | 1498/2061 [36:30<14:20,  1.53s/rollouts]
GEPA Optimization:  73%|#######2  | 1501/2061 [36:34<14:00,  1.50s/rollouts]
GEPA Optimization:  73%|#######2  | 1504/2061 [36:36<12:53,  1.39s/rollouts]
GEPA Optimization:  73%|#######3  | 1507/2061 [36:42<13:50,  1.50s/rollouts]
GEPA Optimization:  73%|#######3  | 1513/2061 [37:03<19:21,  2.12s/rollouts]
GEPA Optimization:  74%|#######3  | 1519/2061 [37:24<22:56,  2.54s/rollouts]
GEPA Optimization:  74%|#######3  | 1522/2061 [37:27<20:09,  2.24s/rollouts]
GEPA Optimization:  74%|#######3  | 1525/2061 [37:30<17:48,  1.99s/rollouts]
GEPA Optimization:  74%|#######4  | 1528/2061 [37:32<15:22,  1.73s/rollouts]
GEPA Optimization:  74%|#######4  | 1531/2061 [37:38<15:57,  1.81s/rollouts]
GEPA Optimization:  74%|#######4  | 1534/2061 [37:41<14:06,  1.61s/rollouts]
GEPA Optimization:  75%|#######4  | 1537/2061 [37:46<13:50,  1.58s/rollouts]
GEPA Optimization:  75%|#######4  | 1540/2061 [38:02<22:58,  2.65s/rollouts]
GEPA Optimization:  75%|#######4  | 1543/2061 [38:04<18:13,  2.11s/rollouts]
GEPA Optimization:  75%|#######5  | 1546/2061 [38:08<15:32,  1.81s/rollouts]
GEPA Optimization:  75%|#######5  | 1549/2061 [38:10<12:46,  1.50s/rollouts]
GEPA Optimization:  75%|#######5  | 1552/2061 [38:12<10:50,  1.28s/rollouts]
GEPA Optimization:  75%|#######5  | 1555/2061 [38:17<11:33,  1.37s/rollouts]
GEPA Optimization:  76%|#######5  | 1558/2061 [38:21<11:30,  1.37s/rollouts]
GEPA Optimization:  76%|#######5  | 1561/2061 [38:24<10:36,  1.27s/rollouts]
GEPA Optimization:  76%|#######5  | 1564/2061 [38:27<09:42,  1.17s/rollouts]
GEPA Optimization:  76%|#######6  | 1567/2061 [38:31<09:53,  1.20s/rollouts]
GEPA Optimization:  76%|#######6  | 1570/2061 [38:34<09:10,  1.12s/rollouts]
GEPA Optimization:  76%|#######6  | 1573/2061 [38:36<08:33,  1.05s/rollouts]
GEPA Optimization:  76%|#######6  | 1576/2061 [38:48<15:24,  1.91s/rollouts]
GEPA Optimization:  77%|#######6  | 1579/2061 [38:51<12:53,  1.61s/rollouts]
GEPA Optimization:  77%|#######6  | 1582/2061 [38:54<11:43,  1.47s/rollouts]
GEPA Optimization:  77%|#######6  | 1585/2061 [38:59<11:42,  1.48s/rollouts]
GEPA Optimization:  77%|#######7  | 1588/2061 [39:19<24:05,  3.06s/rollouts]
GEPA Optimization:  77%|#######7  | 1591/2061 [39:23<19:58,  2.55s/rollouts]
GEPA Optimization:  77%|#######7  | 1594/2061 [39:26<15:54,  2.04s/rollouts]
GEPA Optimization:  77%|#######7  | 1597/2061 [39:29<13:45,  1.78s/rollouts]
GEPA Optimization:  78%|#######7  | 1600/2061 [39:33<13:00,  1.69s/rollouts]
GEPA Optimization:  78%|#######7  | 1605/2061 [39:52<19:02,  2.50s/rollouts]
GEPA Optimization:  78%|#######8  | 1608/2061 [39:55<16:12,  2.15s/rollouts]
GEPA Optimization:  78%|#######8  | 1614/2061 [40:13<18:38,  2.50s/rollouts]
GEPA Optimization:  78%|#######8  | 1617/2061 [40:17<16:26,  2.22s/rollouts]
GEPA Optimization:  79%|#######8  | 1620/2061 [40:21<15:01,  2.04s/rollouts]
GEPA Optimization:  79%|#######8  | 1623/2061 [40:25<13:24,  1.84s/rollouts]
GEPA Optimization:  79%|#######8  | 1626/2061 [40:30<12:38,  1.74s/rollouts]
GEPA Optimization:  79%|#######9  | 1629/2061 [40:32<10:46,  1.50s/rollouts]
GEPA Optimization:  94%|#########3| 1932/2061 [45:38<02:11,  1.02s/rollouts]
GEPA Optimization:  94%|#########3| 1935/2061 [45:41<02:08,  1.02s/rollouts]
GEPA Optimization:  94%|#########3| 1935/2061 [52:34<03:25,  1.63s/rollouts]
